InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,CustomerName,Email,Address,PhoneNumber,Category,Supplier,StockLevel,Discount,SaleChannel,ReturnStatus,ProductWeight,ProductDimensions,ShippingCost,SalesRegion,PromotionCode,PaymentMethod,FrequentCustomer,FrequentCountry,FrequentEmail,FrequentPhone
536380,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 09:10,3.39,16160,Denmark,Charlie Wilson,charlie.wilson@example.com,256 Oak St,555-102-2165,Beauty,Supplier D,165,47.78,In-Store,Not Returned,0.4,1x3x77 cm,14.16,South America,DISCOUNT5,PayPal,Charlie Wilson,Denmark,charlie.wilson@example.com,555-102-2165
536638,22310,IVORY KNITTED MUG COSY,6,12/01/2010 13:28,1.65,16160,Denmark,Charlie Wilson,charlie.wilson@demo.net,594 Market St,555-357-9780,Home & Garden,Supplier A,635,29.11,In-Store,Not Returned,3.46,38x51x63 cm,6.97,South America,DISCOUNT5,PayPal,Charlie Wilson,Denmark,charlie.wilson@example.com,555-102-2165
536661,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 13:51,1.65,16160,Denmark,Charlie Wilson,charlie.wilson@test.org,594 Market St,555-912-2969,Home & Garden,Supplier A,873,29.65,Online,Not Returned,8.79,58x31x23 cm,5.62,South America,SALE15,Gift Card,Charlie Wilson,Denmark,charlie.wilson@example.com,555-102-2165
536659,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 13:49,339.0,16160,Denmark,Charlie Wilson,charlie.wilson@mail.com,547 Main St,555-715-7185,Beauty,Supplier D,777,20.88,In-Store,Not Returned,0.4,1x3x77 cm,14.16,Asia,DISCOUNT5,Cash,Charlie Wilson,Denmark,charlie.wilson@example.com,555-102-2165
536570,21730,GLASS STAR FROSTED TLIGHT HOLDER,6,12/01/2010 12:20,,16160,United Kingdom,Charlie Wilson,charlie.wilson@example.com,921 Cedar St,555-847-1271,Home & Garden,Supplier A,983,27.6,Online,Returned,1.83,47x68x76 cm,6.44,North America,SALE15,Cash,Charlie Wilson,Denmark,charlie.wilson@example.com,555-102-2165
536570,21730,GLASS STAR FROSTED TLIGHT HOLDER,6,12/01/2010 12:20,4.25,16160,Denmark,Henry Moore,henry.moore@example.com,390 Broadway,555-771-9783,Home & Garden,Supplier A,329,39.32,Online,Not Returned,1.83,47x68x76 cm,6.44,North America,SALE15,Cash,Charlie Wilson,Denmark,charlie.wilson@example.com,555-102-2165
536541,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/01/2010 11:51,9.95,19689,United Kingdom,David Brown,david.brown@test.org,594 Market St,555-433-1001,Toys,Supplier B,69,45.99,In-Store,Not Returned,9.37,20x5x37 cm,8.56,Australia,SALE15,PayPal,David Brown,Germany,david.brown@demo.net,555-433-1001
536650,21724,RED HARMONICA IN BOX,10,12/01/2010 13:40,1.25,19689,Germany,David Brown,david.brown@demo.net,547 Main St,555-754-4993,Toys,Supplier B,646,48.55,Online,Not Returned,9.06,2x88x72 cm,5.35,Europe,PROMO10,Credit Card,David Brown,Germany,david.brown@demo.net,555-433-1001
536580,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/01/2010 12:30,9.95,11567,Germany,Frank Taylor,frank.taylor@demo.net,253 High St,555-693-2000,Toys,Supplier B,300,15.76,In-Store,Returned,9.37,20x5x37 cm,8.56,South America,SALE15,Gift Card,David Davis,Germany,david.davis@demo.net,555-115-5806
536580,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/01/2010 12:30,9.95,11567,Germany,David Davis,david.davis@demo.net,256 Oak St,555-115-5806,Toys,Supplier B,607,36.61,In-Store,Not Returned,9.37,20x5x37 cm,8.56,South America,SALE15,Gift Card,David Davis,Germany,david.davis@demo.net,555-115-5806
536736,22748,POPPYS PLAYHOUSE KITCHEN,6,12/01/2010 15:06,2.1,11567,Germany,David Davis,david.davis@example.com,256 Oak St,555-441-3074,Toys,Supplier B,881,23.71,Online,Returned,5.13,62x94x95 cm,5.9,Australia,PROMO10,Cash,David Davis,Germany,david.davis@demo.net,555-115-5806
536561,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 12:11,1.65,11855,Germany,David Johnson,david.johnson@demo.net,256 Oak St,555-128-8813,Home & Garden,Supplier A,350,47.51,In-Store,Returned,8.79,58x31x23 cm,5.62,North America,SALE15,Cash,David Johnson,Germany,david.johnson@demo.net,555-128-8813
536544,21777,RECIPE BOX WITH METAL HEART,4,12/01/2010 11:54,7.95,11855,Germany,David Johnson,david.johnson@demo.net,921 Cedar St,555-920-9646,Home & Garden,Supplier A,714,41.49,In-Store,Not Returned,2.5,51x88x41 cm,5.86,Asia,DISCOUNT5,Bank Transfer,David Johnson,Germany,david.johnson@demo.net,555-128-8813
536578,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/01/2010 12:28,4.25,11855,United Kingdom,David Johnson,david.johnson@mail.com,450 Ash St,555-734-2925,Home & Garden,Supplier A,853,17.28,Online,Not Returned,3.18,17x1x89 cm,7.14,North America,DISCOUNT5,Bank Transfer,David Johnson,Germany,david.johnson@demo.net,555-128-8813
536544,21777,RECIPE BOX WITH METAL HEART,4,12/01/2010 11:54,7.95,11855,Germany,Jane Davis,jane.davis@test.org,390 Broadway,555-417-2525,Home & Garden,Supplier A,919,14.36,In-Store,Returned,2.5,51x88x41 cm,5.86,Asia,DISCOUNT5,Bank Transfer,David Johnson,Germany,david.johnson@demo.net,555-128-8813
536547,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 11:57,3.39,11855,Germany,David Johnson,david.johnson@example.com,253 High St,555-197-5150,Beauty,Supplier D,1,46.95,Online,Returned,0.4,1x3x77 cm,14.16,South America,DISCOUNT5,Credit Card,David Johnson,Germany,david.johnson@demo.net,555-128-8813
536716,21914,BLUE HARMONICA IN BOX,12,12/01/2010 14:46,1.25,11855,Germany,David Johnson,david.johnson@example.com,883 Elm St,555-426-2759,Toys,Supplier B,503,4.58,Online,Not Returned,5.08,92x41x64 cm,5.38,Europe,DISCOUNT5,PayPal,David Johnson,Germany,david.johnson@demo.net,555-128-8813
536727,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/01/2010 14:57,2.75,12438,United Kingdom,David Jones,david.jones@example.com,253 High St,555-623-1294,Home & Garden,Supplier A,672,23.6,Online,Returned,0.24,25x13x82 cm,7.94,North America,SALE15,Gift Card,David Jones,Denmark,david.jones@example.com,555-183-1207
536441,22960,JAM MAKING SET WITH JARS,6,12/01/2010 10:11,4.25,12438,Denmark,David Jones,david.jones@demo.net,594 Market St,555-998-8725,Home & Garden,Supplier A,601,12.99,Online,Returned,6.46,21x80x85 cm,5.15,South America,PROMO10,Credit Card,David Jones,Denmark,david.jones@example.com,555-183-1207
536692,21914,BLUE HARMONICA IN BOX,12,12/01/2010 14:22,1.25,12438,Germany,David Jones,david.jones@test.org,253 High St,555-881-5430,Toys,Supplier B,243,24.47,In-Store,Not Returned,5.08,92x41x64 cm,5.38,Europe,DISCOUNT5,Credit Card,David Jones,Denmark,david.jones@example.com,555-183-1207
536640,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/01/2010 13:30,4.95,12438,United Kingdom,David Jones,david.jones@example.com,921 Cedar St,555-440-9320,Toys,Supplier B,61,3.29,In-Store,Not Returned,7.74,93x22x68 cm,7.71,North America,SALE15,Gift Card,David Jones,Denmark,david.jones@example.com,555-183-1207
536411,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 09:41,2.55,12438,United Kingdom,David Jones,david.jones@example.com,594 Market St,555-274-7645,Home & Garden,Supplier A,995,46.39,In-Store,Returned,3.3,31x24x99 cm,5.27,Asia,PROMO10,Cash,David Jones,Denmark,david.jones@example.com,555-183-1207
536697,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 14:27,4.95,12438,Denmark,John Moore,john.moore@mail.com,815 Maple St,555-183-1207,Home & Garden,Supplier A,613,47.5,Online,Returned,5.73,39x46x29 cm,5.46,South America,PROMO10,Bank Transfer,David Jones,Denmark,david.jones@example.com,555-183-1207
536697,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 14:27,4.95,12438,Denmark,David Jones,david.jones@test.org,921 Cedar St,555-904-3983,Home & Garden,Supplier A,231,31.7,Online,Not Returned,5.73,39x46x29 cm,5.46,South America,PROMO10,Bank Transfer,David Jones,Denmark,david.jones@example.com,555-183-1207
536675,22748,POPPYS PLAYHOUSE KITCHEN,6,12/01/2010 14:05,2.1,13731,Germany,David Miller,david.miller@test.org,815 Maple St,555-349-6631,Toys,Supplier B,511,43.68,Online,Returned,5.13,62x94x95 cm,5.9,South America,PROMO10,Cash,David Miller,Denmark,david.miller@mail.com,555-103-7809
536396,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/01/2010 09:26,4.95,13731,Denmark,Grace Davis,grace.davis@example.com,547 Main St,555-443-9189,Toys,Supplier B,794,47.54,Online,Not Returned,7.74,93x22x68 cm,7.71,South America,SALE15,PayPal,David Miller,Denmark,david.miller@mail.com,555-103-7809
536396,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/01/2010 09:26,4.95,13731,Denmark,David Miller,david.miller@mail.com,594 Market St,555-103-7809,Toys,Supplier B,146,12.27,In-Store,Not Returned,7.74,93x22x68 cm,7.71,South America,SALE15,PayPal,David Miller,Denmark,david.miller@mail.com,555-103-7809
536625,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 13:15,2.55,11914,United Kingdom,David Moore,david.moore@test.org,709 Pine St,555-576-9436,Home & Garden,Supplier A,662,34.73,Online,Returned,3.3,31x24x99 cm,5.27,Asia,PROMO10,PayPal,David Moore,Germany,david.moore@mail.com,555-626-7640
536637,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/01/2010 13:27,3.75,11914,Germany,David Moore,david.moore@demo.net,921 Cedar St,555-836-4591,Toys,Supplier B,118,31.29,Online,Not Returned,5.17,40x11x36 cm,6.02,Asia,DISCOUNT5,Bank Transfer,David Moore,Germany,david.moore@mail.com,555-626-7640
536366,22633,HAND WARMER UNION JACK,6,12/01/2010 08:28,1.85,11914,United Kingdom,David Moore,david.moore@test.org,883 Elm St,555-626-7640,Clothing,Supplier C,133,43.49,In-Store,Returned,1.79,27x63x17 cm,5.07,Asia,SALE15,Cash,David Moore,Germany,david.moore@mail.com,555-626-7640
536465,71053,WHITE METAL LANTERN,6,12/01/2010 10:35,3.39,11914,Germany,David Moore,david.moore@mail.com,253 High St,555-999-1021,Home & Garden,Supplier A,435,36.24,Online,Not Returned,6.36,77x81x40 cm,5.11,North America,DISCOUNT5,PayPal,David Moore,Germany,david.moore@mail.com,555-626-7640
536366,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 08:28,1.85,11914,Germany,Grace Wilson,grace.wilson@mail.com,815 Maple St,555-626-7640,Clothing,Supplier C,582,18.05,In-Store,Returned,3.91,20x86x92 cm,5.5,Asia,DISCOUNT5,Cash,David Moore,Germany,david.moore@mail.com,555-626-7640
536737,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/01/2010 15:07,3.75,11914,Germany,David Moore,david.moore@mail.com,594 Market St,555-298-1959,Toys,Supplier B,212,19.16,Online,Returned,5.17,40x11x36 cm,6.02,Europe,DISCOUNT5,Gift Card,David Moore,Germany,david.moore@mail.com,555-626-7640
536653,71053,WHITE METAL LANTERN,6,12/01/2010 13:43,3.39,16593,United Kingdom,David Smith,david.smith@mail.com,390 Broadway,555-581-1153,Home & Garden,Supplier A,984,26.87,In-Store,Not Returned,6.36,77x81x40 cm,5.11,Europe,DISCOUNT5,Bank Transfer,David Smith,United Kingdom,david.smith@demo.net,555-115-5806
536649,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 13:39,1.65,16593,Germany,David Smith,david.smith@demo.net,594 Market St,555-881-5430,Home & Garden,Supplier A,741,21.74,In-Store,Not Returned,8.79,58x31x23 cm,5.62,Europe,SALE15,Credit Card,David Smith,United Kingdom,david.smith@demo.net,555-115-5806
536368,84988,SET 2 TEA TOWELS I LOVE LONDON,3,12/01/2010 08:35,4.95,16593,United Kingdom,John Johnson,john.johnson@example.com,253 High St,555-115-5806,Home & Garden,Supplier A,667,9.53,In-Store,Returned,6.16,17x84x88 cm,8.52,North America,PROMO20,Gift Card,David Smith,United Kingdom,david.smith@demo.net,555-115-5806
536653,71053,WHITE METAL LANTERN,6,12/01/2010 13:43,3.39,16593,United Kingdom,Eva Williams,eva.williams@demo.net,547 Main St,555-243-8186,Home & Garden,Supplier A,51,22.66,Online,Not Returned,6.36,77x81x40 cm,5.11,Europe,DISCOUNT5,Bank Transfer,David Smith,United Kingdom,david.smith@demo.net,555-115-5806
536368,21777,RECIPE BOX WITH METAL HEART,4,12/01/2010 08:35,795.0,16593,Denmark,David Smith,david.smith@example.com,594 Market St,555-218-5491,Home & Garden,Supplier A,811,7.55,In-Store,Returned,2.5,51x88x41 cm,5.86,North America,DISCOUNT5,Gift Card,David Smith,United Kingdom,david.smith@demo.net,555-115-5806
536562,21724,RED HARMONICA IN BOX,10,12/01/2010 12:12,1.25,16593,Germany,David Smith,david.smith@test.org,256 Oak St,555-626-7640,Toys,Supplier B,631,13.7,Online,Returned,9.06,2x88x72 cm,5.35,Europe,PROMO10,Gift Card,David Smith,United Kingdom,david.smith@demo.net,555-115-5806
536623,21724,RED HARMONICA IN BOX,10,12/01/2010 13:13,1.25,16593,Denmark,David Smith,david.smith@demo.net,883 Elm St,555-341-2239,Toys,Supplier B,132,18.63,Online,Not Returned,9.06,2x88x72 cm,5.35,North America,PROMO10,Bank Transfer,David Smith,United Kingdom,david.smith@demo.net,555-115-5806
536483,21777,RECIPE BOX WITH METAL HEART,4,12/01/2010 10:53,7.95,16593,United Kingdom,David Smith,david.smith@test.org,815 Maple St,555-229-4814,Home & Garden,Supplier A,53,36.88,Online,Returned,2.5,51x88x41 cm,5.86,Europe,DISCOUNT5,PayPal,David Smith,United Kingdom,david.smith@demo.net,555-115-5806
536444,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 10:14,4.95,18307,United Kingdom,David Taylor,david.taylor@demo.net,815 Maple St,555-776-8141,Home & Garden,Supplier A,391,37.18,In-Store,Not Returned,5.73,39x46x29 cm,5.46,Australia,PROMO10,Gift Card,David Taylor,United Kingdom,david.taylor@demo.net,555-183-1207
536587,21724,RED HARMONICA IN BOX,10,12/01/2010 12:37,1.25,18307,United Kingdom,David Taylor,david.taylor@demo.net,709 Pine St,555-251-2712,Toys,Supplier B,166,36.82,Online,Not Returned,9.06,2x88x72 cm,5.35,South America,PROMO10,Credit Card,David Taylor,United Kingdom,david.taylor@demo.net,555-183-1207
536503,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 11:13,1.85,18307,United Kingdom,David Taylor,david.taylor@example.com,256 Oak St,555-370-3844,Clothing,Supplier C,883,45.74,In-Store,Returned,3.91,20x86x92 cm,5.5,Asia,DISCOUNT5,Bank Transfer,David Taylor,United Kingdom,david.taylor@demo.net,555-183-1207
536560,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 12:10,4.95,18307,Germany,John Williams,john.williams@example.com,547 Main St,555-242-3875,Home & Garden,Supplier A,326,39.54,In-Store,Returned,5.73,39x46x29 cm,5.46,South America,PROMO10,Cash,David Taylor,United Kingdom,david.taylor@demo.net,555-183-1207
536560,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 12:10,4.95,18307,United Kingdom,David Taylor,david.taylor@mail.com,709 Pine St,555-183-1207,Home & Garden,Supplier A,374,7.43,In-Store,Not Returned,5.73,39x46x29 cm,5.46,South America,PROMO10,Cash,David Taylor,United Kingdom,david.taylor@demo.net,555-183-1207
536514,71053,WHITE METAL LANTERN,6,12/01/2010 11:24,3.39,18307,Denmark,David Taylor,david.taylor@example.com,594 Market St,555-693-2000,Home & Garden,Supplier A,172,11.68,In-Store,Returned,6.36,77x81x40 cm,5.11,Asia,DISCOUNT5,Gift Card,David Taylor,United Kingdom,david.taylor@demo.net,555-183-1207
536508,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 11:18,339.0,18307,United Kingdom,David Taylor,david.taylor@example.com,256 Oak St,555-939-5440,Beauty,Supplier D,794,8.93,In-Store,Returned,0.4,1x3x77 cm,14.16,Asia,DISCOUNT5,Cash,David Taylor,United Kingdom,david.taylor@demo.net,555-183-1207
536651,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 13:41,2.95,18307,United Kingdom,David Taylor,david.taylor@demo.net,450 Ash St,555-378-2388,Clothing,Supplier C,138,19.95,Online,Returned,1.31,45x17x26 cm,6.22,Europe,PROMO10,Gift Card,David Taylor,United Kingdom,david.taylor@demo.net,555-183-1207
536515,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 11:25,1.85,18801,Denmark,David Williams,david.williams@test.org,921 Cedar St,555-443-9189,Clothing,Supplier C,198,41.29,In-Store,Not Returned,3.91,20x86x92 cm,5.5,Europe,DISCOUNT5,Credit Card,David Williams,United Kingdom,david.williams@demo.net,555-401-9202
536404,84907C,PACK OF 12 BLUE RETROSPOT TISSUES,20,12/01/2010 09:34,85.0,18801,United Kingdom,David Williams,david.williams@demo.net,547 Main St,555-981-4186,Home & Garden,Supplier A,335,34.83,In-Store,Not Returned,1.92,44x45x32 cm,15.34,South America,SALE15,Cash,David Williams,United Kingdom,david.williams@demo.net,555-401-9202
536607,22139,RETROSPOT TEA SET CERAMIC 11 PC,-6,12/01/2010 12:57,6.95,18801,United Kingdom,David Williams,david.williams@example.com,256 Oak St,555-723-4452,Home & Garden,Supplier A,183,0.65,In-Store,Returned,5.44,4x93x86 cm,6.56,Europe,SALE15,Bank Transfer,David Williams,United Kingdom,david.williams@demo.net,555-401-9202
536500,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 11:10,2.95,18801,United Kingdom,David Williams,david.williams@mail.com,390 Broadway,555-984-4564,Clothing,Supplier C,730,33.59,In-Store,Not Returned,1.31,45x17x26 cm,6.22,North America,PROMO10,Cash,David Williams,United Kingdom,david.williams@demo.net,555-401-9202
536613,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,12/01/2010 13:03,255.0,18801,Germany,David Williams,david.williams@demo.net,256 Oak St,555-401-9202,Home & Garden,Supplier A,6,9.03,Online,Not Returned,3.3,31x24x99 cm,5.27,Australia,PROMO10,PayPal,David Williams,United Kingdom,david.williams@demo.net,555-401-9202
536683,21777,RECIPE BOX WITH METAL HEART,4,12/01/2010 14:13,7.95,19198,United Kingdom,David Wilson,david.wilson@mail.com,883 Elm St,555-363-8970,Home & Garden,Supplier A,542,5.66,Online,Not Returned,2.5,51x88x41 cm,5.86,South America,DISCOUNT5,Cash,David Wilson,United Kingdom,david.wilson@demo.net,555-363-8970
536391,22633,HAND WARMER UNION JACK,6,12/01/2010 09:21,1.85,19198,Germany,David Wilson,david.wilson@demo.net,815 Maple St,555-551-6619,Clothing,Supplier C,516,6.84,In-Store,Returned,1.79,27x63x17 cm,5.07,Asia,SALE15,Cash,David Wilson,United Kingdom,david.wilson@demo.net,555-363-8970
536523,21724,RED HARMONICA IN BOX,10,12/01/2010 11:33,1.25,19198,United Kingdom,David Wilson,david.wilson@example.com,547 Main St,555-456-2290,Toys,Supplier B,923,27.0,Online,Not Returned,9.06,2x88x72 cm,5.35,Australia,PROMO10,Bank Transfer,David Wilson,United Kingdom,david.wilson@demo.net,555-363-8970
536511,21724,RED HARMONICA IN BOX,10,12/01/2010 11:21,1.25,15039,Germany,Eva Brown,eva.brown@demo.net,390 Broadway,555-734-2925,Toys,Supplier B,7,21.26,In-Store,Returned,9.06,2x88x72 cm,5.35,South America,PROMO10,PayPal,Eva Brown,United Kingdom,eva.brown@demo.net,555-400-9920
536443,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 10:13,3.39,15039,United Kingdom,Eva Jones,eva.jones@demo.net,883 Elm St,555-409-3720,Beauty,Supplier D,249,21.21,Online,Returned,0.4,1x3x77 cm,14.16,Europe,DISCOUNT5,Bank Transfer,Eva Brown,United Kingdom,eva.brown@demo.net,555-400-9920
536443,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 10:13,3.39,15039,Denmark,Eva Brown,eva.brown@demo.net,883 Elm St,555-400-9920,Beauty,Supplier D,261,22.3,In-Store,Returned,0.4,1x3x77 cm,14.16,Europe,DISCOUNT5,Bank Transfer,Eva Brown,United Kingdom,eva.brown@demo.net,555-400-9920
536421,22745,POPPYS PLAYHOUSE BEDROOM,6,12/01/2010 09:51,2.1,15039,United Kingdom,Eva Brown,eva.brown@demo.net,815 Maple St,555-826-3736,Toys,Supplier B,239,36.11,In-Store,Not Returned,7.58,5x12x90 cm,6.43,North America,DISCOUNT5,Credit Card,Eva Brown,United Kingdom,eva.brown@demo.net,555-400-9920
536635,22745,POPPYS PLAYHOUSE BEDROOM,6,12/01/2010 13:25,2.1,11629,Denmark,Eva Davis,eva.davis@test.org,921 Cedar St,555-458-5435,Toys,Supplier B,951,46.6,In-Store,Not Returned,7.58,5x12x90 cm,6.43,South America,DISCOUNT5,Cash,Eva Davis,Denmark,eva.davis@demo.net,555-384-5811
536378,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 09:08,4.95,11629,Denmark,Eva Davis,eva.davis@example.com,450 Ash St,555-616-2796,Home & Garden,Supplier A,588,44.19,In-Store,Not Returned,5.73,39x46x29 cm,5.46,Europe,PROMO10,Bank Transfer,Eva Davis,Denmark,eva.davis@demo.net,555-384-5811
536526,71053,WHITE METAL LANTERN,6,12/01/2010 11:36,3.39,11629,Denmark,Eva Davis,eva.davis@demo.net,709 Pine St,555-384-5811,Home & Garden,Supplier A,627,4.12,In-Store,Not Returned,6.36,77x81x40 cm,5.11,North America,DISCOUNT5,Cash,Eva Davis,Denmark,eva.davis@demo.net,555-384-5811
536505,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/01/2010 11:15,1.65,13180,Germany,Eva Johnson,eva.johnson@mail.com,594 Market St,555-165-5356,Home & Garden,Supplier A,595,10.75,Online,Not Returned,1.0,95x49x69 cm,7.55,North America,SALE15,Gift Card,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536743,21755,LOVE BUILDING BLOCK WORD,3,12/01/2010 15:13,5.95,13180,Germany,Eva Johnson,eva.johnson@example.com,253 High St,555-375-3740,Home & Garden,Supplier A,109,30.16,In-Store,Not Returned,8.46,70x88x33 cm,5.09,Australia,PROMO10,Bank Transfer,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536451,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 10:21,2.95,13180,Germany,Eva Johnson,eva.johnson@test.org,594 Market St,555-913-3032,Clothing,Supplier C,624,45.87,In-Store,Returned,1.31,45x17x26 cm,6.22,Europe,PROMO10,PayPal,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536486,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 10:56,1.65,13180,Germany,Frank Wilson,frank.wilson@demo.net,256 Oak St,555-799-5543,Home & Garden,Supplier A,919,27.08,In-Store,Returned,8.79,58x31x23 cm,5.62,North America,SALE15,Bank Transfer,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536743,21755,LOVE BUILDING BLOCK WORD,3,12/01/2010 15:13,5.95,13180,Denmark,Jane Johnson,jane.johnson@example.com,253 High St,555-927-5473,Home & Garden,Supplier A,642,21.39,In-Store,Returned,8.46,70x88x33 cm,5.09,Australia,PROMO10,Bank Transfer,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536480,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/01/2010 10:50,9.95,13180,United Kingdom,Eva Johnson,eva.johnson@example.com,547 Main St,555-800-7704,Toys,Supplier B,330,40.14,In-Store,Returned,9.37,20x5x37 cm,8.56,North America,SALE15,Gift Card,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536392,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 09:22,1.85,13180,United Kingdom,Eva Johnson,eva.johnson@demo.net,256 Oak St,555-218-5491,Clothing,Supplier C,216,14.72,In-Store,Returned,3.91,20x86x92 cm,5.5,South America,DISCOUNT5,PayPal,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536678,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/01/2010 14:08,4.25,13180,United Kingdom,Eva Johnson,eva.johnson@test.org,883 Elm St,555-317-1936,Home & Garden,Supplier A,682,9.1,In-Store,Not Returned,3.18,17x1x89 cm,7.14,Europe,DISCOUNT5,Cash,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536505,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/01/2010 11:15,1.65,13180,United Kingdom,Grace Wilson,grace.wilson@demo.net,815 Maple St,555-981-1968,Home & Garden,Supplier A,386,47.42,In-Store,Not Returned,1.0,95x49x69 cm,7.55,North America,SALE15,Gift Card,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536407,22386,JUMBO BAG PINK POLKADOT,10,12/01/2010 09:37,1.95,13180,Germany,Eva Johnson,eva.johnson@test.org,450 Ash St,555-638-2607,Clothing,Supplier C,776,23.8,Online,Returned,1.29,98x46x98 cm,8.09,Australia,SALE15,PayPal,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536435,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 10:05,2.95,13180,United Kingdom,Eva Johnson,eva.johnson@mail.com,547 Main St,555-197-1130,Clothing,Supplier C,852,19.91,In-Store,Not Returned,1.31,45x17x26 cm,6.22,Europe,PROMO10,Bank Transfer,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536538,22310,IVORY KNITTED MUG COSY,6,12/01/2010 11:48,1.65,13180,Germany,Eva Johnson,eva.johnson@demo.net,256 Oak St,555-488-4760,Home & Garden,Supplier A,518,2.57,Online,Returned,3.46,38x51x63 cm,6.97,Australia,DISCOUNT5,Gift Card,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536486,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 10:56,1.65,13180,Germany,Eva Johnson,eva.johnson@mail.com,256 Oak St,555-130-8561,Home & Garden,Supplier A,315,36.41,Online,Not Returned,8.79,58x31x23 cm,5.62,North America,SALE15,Bank Transfer,Eva Johnson,Germany,eva.johnson@mail.com,555-130-8561
536721,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 14:51,4.95,14195,United Kingdom,Eva Jones,eva.jones@example.com,547 Main St,555-330-4155,Home & Garden,Supplier A,546,17.32,Online,Not Returned,5.73,39x46x29 cm,5.46,Australia,PROMO10,Gift Card,Eva Jones,Denmark,eva.jones@mail.com,555-230-2252
536494,22960,JAM MAKING SET WITH JARS,6,12/01/2010 11:04,4.25,14195,Denmark,Eva Jones,eva.jones@mail.com,450 Ash St,555-431-8005,Home & Garden,Supplier A,526,24.03,In-Store,Not Returned,6.46,21x80x85 cm,5.15,North America,PROMO10,PayPal,Eva Jones,Denmark,eva.jones@mail.com,555-230-2252
536440,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/01/2010 10:10,1.65,14195,Denmark,Eva Jones,eva.jones@mail.com,815 Maple St,555-230-2252,Home & Garden,Supplier A,143,39.87,In-Store,Returned,1.0,95x49x69 cm,7.55,Europe,SALE15,PayPal,Eva Jones,Denmark,eva.jones@mail.com,555-230-2252
